Date,Latitude,Longitude,Subsite,SamplingLocationID,SamplingMethod,Status,DateClosed,DataManager
22/03/2022,-36.00070369,148.4821862,Happy Jacks West,HJW018,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.00276418,148.4730235,Happy Jacks West,HJW019,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.01294651,148.4009127,Happy Jacks West,HJW020,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.018775,148.393626,Happy Jacks West,HJW021,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.0253731,148.3866078,Happy Jacks West,HJW022,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.03170567,148.3762288,Happy Jacks West,HJW023,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.0456954,148.3792796,Happy Jacks West,HJW024,Trail,Active,,NPWS Pest Monitoring
22/03/2022,-36.0428702,148.3889112,Happy Jacks West,HJW025,Trail,Active,,NPWS Pest Monitoring
23/03/2022,-35.97802055,148.3891273,Happy Jacks West,HJW026,Trail,Active,,NPWS Pest Monitoring
23/03/2022,-35.98439482,148.3813702,Happy Jacks West,HJW027,Trail,Active,,NPWS Pest Monitoring
23/03/2022,-35.98288322,148.3707328,Happy Jacks West,HJW028,Trail,Active,,NPWS Pest Monitoring
11/12/2021,-36.95059272,149.9377703,Haycock Beach,HB001,Beach,Closed,20/12/2021,NPWS Pest Monitoring
11/12/2021,-36.95043066,149.9381228,Haycock Beach,HB002,Beach,Closed,20/12/2021,NPWS Pest Monitoring
11/12/2021,-36.95030329,149.9384987,Haycock Beach,HB003,Beach,Closed,20/12/2021,NPWS Pest Monitoring
11/12/2021,-36.95024068,149.9386613,Haycock Beach,HB004,Beach,Closed,20/12/2021,NPWS Pest Monitoring
19/11/2020,-29.31655,152.855283,Hibiscus,HI001,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.316805,152.855893,Hibiscus,HI002,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.316303,152.85629,Hibiscus,HI003,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.316503,152.856138,Hibiscus,HI004,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.317045,152.855428,Hibiscus,HI005,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.318742,152.852613,Hibiscus,HI006,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.319095,152.852327,Hibiscus,HI007,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.319412,152.852143,Hibiscus,HI008,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.319073,152.851725,Hibiscus,HI009,Targeted,Active,,NPWS Pest Monitoring
19/11/2020,-29.31882,152.852347,Hibiscus,HI010,Targeted,Active,,NPWS Pest Monitoring
22/09/2016,-32.99866204,151.334918,Ingles,Ig001,Targeted,Active,8/06/2018,NPWS Central Coast
22/09/2016,-32.99862097,151.335508,Ingles,Ig002,Targeted,Active,,NPWS Central Coast
22/09/2016,-32.99864704,151.336089,Ingles,Ig003,Targeted,Active,,NPWS Central Coast
22/09/2016,-32.99893999,151.336505,Ingles,Ig004,Targeted,Closed,27/10/2017,NPWS Central Coast
22/09/2016,-32.99866204,151.336959,Ingles,Ig005,Targeted,Closed,21/07/2020,NPWS Central Coast
22/09/2016,-32.99837999,151.337384,Ingles,Ig006,Targeted,Active,,NPWS Central Coast
22/09/2016,-32.99895801,151.338118,Ingles,Ig007,Targeted,Closed,27/10/2017,NPWS Central Coast
22/09/2016,-32.99883001,151.338614,Ingles,Ig008,Targeted,Closed,27/10/2017,NPWS Central Coast
22/09/2016,-32.99840597,151.338952,Ingles,Ig009,Targeted,Closed,27/10/2017,NPWS Central Coast
22/09/2016,-32.99860002,151.337653,Ingles,Ig010,Targeted,Active,,NPWS Central Coast
27/10/2017,-32.99896,151.336393,Ingles,Ig004a,Targeted,Closed,8/06/2018,NPWS Central Coast
27/10/2017,-32.998823,151.338498,Ingles,Ig008a,Targeted,Closed,8/06/2018,NPWS Central Coast
27/10/2017,-32.998448,151.338868,Ingles,Ig009a,Targeted,Closed,8/06/2018,NPWS Central Coast
8/06/2018,-32.998475,151.333278,Ingles,Ig011,Targeted,Active,,NPWS Central Coast
8/06/2018,-32.998508,151.334111,Ingles,Ig012,Targeted,Closed,Pre-2020,NPWS Central Coast
8/06/2018,-32.998643,151.334784,Ingles,Ig013,Targeted,Closed,21/07/2020,NPWS Central Coast
29/06/2018,-32.998487,151.3357,Ingles,Ig014,Targeted,Active,,NPWS Central Coast
21/07/2020,-32.99838243,151.334135,Ingles,Ig015,Targeted,Active,,NPWS Central Coast
21/07/2020,-32.99842207,151.3344018,Ingles,Ig016,Targeted,Active,,NPWS Central Coast
21/07/2020,-32.99881665,151.3342338,Ingles,Ig017,Targeted,Active,,NPWS Central Coast
2/02/2017,-33.812358,150.022867,Jenolan,JC001,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.813391,150.022399,Jenolan,JC002,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.813513,150.023302,Jenolan,JC003,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.814452,150.022788,Jenolan,JC004,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.814506,150.023336,Jenolan,JC005,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.815124,150.022156,Jenolan,JC006,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.815809,150.023391,Jenolan,JC007,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.815112,150.024145,Jenolan,JC007a,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.81589,150.022521,Jenolan,JC008,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.81618,150.022852,Jenolan,JC009,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.816512,150.02216,Jenolan,JC010,Targeted,Active,,NPWS Blue Mtns
2/02/2017,-33.816835,150.02247,Jenolan,JC011,Targeted,Active,,NPWS Blue Mtns
21/07/2020,-33.85070421,150.0618666,Kanangra,KB006,Trail,Active,,NPWS Pest Monitoring
21/07/2020,-33.85751375,150.0512061,Kanangra,KB007,Trail,Active,,NPWS Pest Monitoring
21/07/2020,-33.94816823,150.0736451,Kanangra,KB027,Trail,Closed,12/12/2020,NPWS Pest Monitoring
21/07/2020,-33.96574471,150.0904242,Kanangra,KB029,Trail,Active,,NPWS Pest Monitoring
21/07/2020,-33.97484348,150.0912266,Kanangra,KB030,Trail,Active,,NPWS Pest Monitoring
21/07/2020,-33.98253963,150.0847318,Kanangra,KB031,Trail,Active,,NPWS Pest Monitoring
21/07/2020,-33.99206348,150.0864354,Kanangra,KB032,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.8265325,150.100542,Kanangra,KB001,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.834725,150.098265,Kanangra,KB002,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.843719,150.093327,Kanangra,KB003,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.84974334,150.0825393,Kanangra,KB004,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.853239,150.072658,Kanangra,KB005,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.861808,150.063316,Kanangra,KB008,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.87070337,150.0584312,Kanangra,KB009,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.87963455,150.0627988,Kanangra,KB010,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.88973,150.059435,Kanangra,KB011,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.892765,150.06999,Kanangra,KB012,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.89498351,150.0810764,Kanangra,KB013,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.88877,150.089592,Kanangra,KB014,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.88703321,150.1007247,Kanangra,KB015,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.896067,150.103055,Kanangra,KB016,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.902048,150.068601,Kanangra,KB017,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.90323791,150.0830925,Kanangra,KB018,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.910589,150.06286,Kanangra,KB019,Trail,Closed,12/12/2020,NPWS Pest Monitoring
22/07/2020,-33.91202513,150.0741956,Kanangra,KB020,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.920775,150.074941,Kanangra,KB021,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.92996302,150.075709,Kanangra,KB022,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.926757,150.086705,Kanangra,KB024,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.93873089,150.0813833,Kanangra,KB025,Trail,Active,,NPWS Pest Monitoring
22/07/2020,-33.946506,150.087002,Kanangra,KB026,Trail,Active,,NPWS Pest Monitoring
24/11/2016,-34.73555,150.502779,Kangaroo River,KR001,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.734753,150.50241,Kangaroo River,KR002,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.734294,150.502604,Kangaroo River,KR003,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.733856,150.504096,Kangaroo River,KR004,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.733792,150.504604,Kangaroo River,KR005,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.734647,150.504465,Kangaroo River,KR006,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.734293,150.503226,Kangaroo River,KR007,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.73505,150.502607,Kangaroo River,KR008,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.734273,150.504825,Kangaroo River,KR009,Targeted,Active,,NPWS Sth Coast
24/11/2016,-34.734245,150.503636,Kangaroo River,KR010,Targeted,Active,,NPWS Sth Coast
29/09/2020,-30.38207863,150.1557557,Kaputar Trail,KP001,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.37590603,150.1597933,Kaputar Trail,KP002,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.36637677,150.1573337,Kaputar Trail,KP003,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.35591105,150.1609666,Kaputar Trail,KP004,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.34677247,150.1638554,Kaputar Trail,KP005,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.33757085,150.1638507,Kaputar Trail,KP006,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.32782182,150.1628545,Kaputar Trail,KP007,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.31956037,150.1615355,Kaputar Trail,KP008,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.31181855,150.1555437,Kaputar Trail,KP009,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.30397824,150.1500985,Kaputar Trail,KP010,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.29382981,150.1469742,Kaputar Trail,KP011,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.46001273,150.217463,Kaputar Trail,KP012,Trail,Closed,8/04/2021,NPWS Pest Monitoring
29/09/2020,-30.45011961,150.2192463,Kaputar Trail,KP013,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.44209247,150.2205413,Kaputar Trail,KP014,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.43444244,150.2181865,Kaputar Trail,KP015,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.42761647,150.223062,Kaputar Trail,KP016,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.45151663,150.2332317,Kaputar Trail,KP017,Trail,Closed,8/04/2021,NPWS Pest Monitoring
29/09/2020,-30.45469626,150.2459184,Kaputar Trail,KP018,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.46216906,150.2514625,Kaputar Trail,KP019,Trail,Closed,20/06/2022,NPWS Pest Monitoring
29/09/2020,-30.47228086,150.2549426,Kaputar Trail,KP020,Trail,Closed,20/06/2022,NPWS Pest Monitoring
8/04/2021,-30.4732918,150.244872,Kaputar Trail,KP021,Trail,Closed,20/06/2022,NPWS Pest Monitoring
8/04/2021,-30.47171295,150.2351391,Kaputar Trail,KP022,Trail,Closed,20/06/2022,NPWS Pest Monitoring
,-30.37602289,150.092941,Kaputar Trail,KP101,Trail,Active,,NPWS Pest Monitoring
,-30.36542785,150.0869985,Kaputar Trail,KP102,Trail,Active,,NPWS Nthn Inland
,-30.35765336,150.0975063,Kaputar Trail,KP103,Trail,Active,,NPWS Nthn Inland
,-30.33968727,150.1028024,Kaputar Trail,KP104,Trail,Active,,NPWS Nthn Inland
,-30.34507626,150.0664545,Kaputar Trail,KP105,Trail,Active,,NPWS Nthn Inland
,-30.34848583,150.0458004,Kaputar Trail,KP106,Trail,Active,,NPWS Nthn Inland
,-30.3539895,150.0664862,Kaputar Trail,KP107,Trail,Active,,NPWS Nthn Inland
,-30.4070413,150.0649,Kaputar Trail,KP108,Trail,Active,,NPWS Nthn Inland
,-30.38174507,150.0658058,Kaputar Trail,KP109,Trail,Active,,NPWS Nthn Inland
,-30.37516878,150.0548297,Kaputar Trail,KP110,Trail,Active,,NPWS Nthn Inland
,-30.39314763,150.0559289,Kaputar Trail,KP111,Trail,Active,,NPWS Nthn Inland
,-30.35663664,150.0521087,Kaputar Trail,KP112,Trail,Active,,NPWS Nthn Inland
,-30.39316096,150.0679974,Kaputar Trail,KP113,Trail,Active,,NPWS Nthn Inland
,-30.37809092,150.0242024,Kaputar Trail,KP114,Trail,Active,,NPWS Nthn Inland
,-30.37425149,150.0031657,Kaputar Trail,KP115,Trail,Active,,NPWS Nthn Inland
,-30.37358353,149.9909711,Kaputar Trail,KP116,Trail,Active,,NPWS Nthn Inland
,-30.34478608,150.0250625,Kaputar Trail,KP117,Trail,Active,,NPWS Nthn Inland
,-30.37017427,150.045297,Kaputar Trail,KP118,Trail,Active,,NPWS Nthn Inland
,-30.3938131,150.0913709,Kaputar Trail,KP119,Trail,Active,,NPWS Nthn Inland
,-30.34335469,150.0876529,Kaputar Trail,KP120,Trail,Active,,NPWS Nthn Inland
13/08/2021,-33.792782,150.348289,Kedumba,KD001,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.789828,150.362853,Kedumba,KD002,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.795831,150.372143,Kedumba,KD003,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.808933,150.339773,Kedumba,KD004,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.807727,150.360854,Kedumba,KD005,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.822539,150.340398,Kedumba,KD006,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.826478,150.372418,Kedumba,KD007,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.820395,150.360203,Kedumba,KD008,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.841085,150.337589,Kedumba,KD009,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.837426,150.359101,Kedumba,KD010,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.841542,150.377494,Kedumba,KD011,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.867323,150.335888,Kedumba,KD012,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.868497,150.344688,Kedumba,KD012B,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.860232,150.349725,Kedumba,KD013,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.886393,150.345429,Kedumba,KD014,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.880585,150.352675,Kedumba,KD015,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.82824,150.314188,Kedumba,KD016,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.845118,150.329345,Kedumba,KD017,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.807945,150.375263,Kedumba,KD018,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.847589,150.364407,Kedumba,KD019,Catchment monitoring,Active,,NPWS Blue Mtns
13/08/2021,-33.88775,150.357933,Kedumba,KD020,Catchment monitoring,Active,,NPWS Blue Mtns
19/12/2016,-34.842183,150.471812,Kellets Creek,KC001,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.842296,150.471242,Kellets Creek,KC002,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.842743,150.471298,Kellets Creek,KC003,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.842594,150.470773,Kellets Creek,KC004,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.842918,150.470332,Kellets Creek,KC005,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.843468,150.46997,Kellets Creek,KC006,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.843826,150.469735,Kellets Creek,KC007,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.844088,150.469384,Kellets Creek,KC008,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.844409,150.468887,Kellets Creek,KC009,Targeted,Active,,NPWS Sth Coast
19/12/2016,-34.84457,150.468555,Kellets Creek,KC010,Targeted,Active,,NPWS Sth Coast
10/02/2021,-29.936525,152.8291783,Koukandowie,KO001,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.93647333,152.8296983,Koukandowie,KO002,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.93582167,152.8299783,Koukandowie,KO003,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.93561333,152.8301383,Koukandowie,KO004,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.93542,152.82983,Koukandowie,KO005,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.93550167,152.8295383,Koukandowie,KO006,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.93636167,152.8291433,Koukandowie,KO007,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.934748,152.830382,Koukandowie,KO008,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.935503,152.828925,Koukandowie,KO009,Targeted,Active,,WWF Fire recovery
10/02/2021,-29.935844,152.828365,Koukandowie,KO010,Targeted,Active,,WWF Fire recovery
4/04/2019,-31.65351746,151.5742257,Lea Hurst,LH001,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65371958,151.5744636,Lea Hurst,LH002,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65403037,151.5754889,Lea Hurst,LH003,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65440962,151.5759478,Lea Hurst,LH004,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65446238,151.5768426,Lea Hurst,LH005,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65491081,151.5773365,Lea Hurst,LH006,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65414071,151.5773172,Lea Hurst,LH007,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65396747,151.5768248,Lea Hurst,LH008,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65387011,151.5754193,Lea Hurst,LH009,Targeted,Active,,NPWS Pest Monitoring
4/04/2019,-31.65379262,151.5748105,Lea Hurst,LH010,Targeted,Active,,NPWS Pest Monitoring
16/08/2019,-31.65425122,151.57624,Lea Hurst,LH011,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64792371,151.6026173,London Bridge,LB001,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64733467,151.6026688,London Bridge,LB002,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64701798,151.6023422,London Bridge,LB003,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64610029,151.6029449,London Bridge,LB004,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.646581,151.6029975,London Bridge,LB005,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64679951,151.6029204,London Bridge,LB006,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.6474823,151.6033338,London Bridge,LB007,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64805861,151.6037359,London Bridge,LB008,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64873304,151.6035168,London Bridge,LB009,Targeted,Active,,NPWS Pest Monitoring
5/04/2019,-31.64833926,151.6029909,London Bridge,LB010,Targeted,Active,,NPWS Pest Monitoring
20/01/2021,-32.63857598,150.7359899,Martindale,Ma006,Trail,Active,,NPWS Pest Monitoring
20/01/2021,-32.64808706,150.7328769,Martindale,Ma007,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.65569363,150.7251742,Martindale,Ma008,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.66317486,150.7196346,Martindale,Ma009,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.67345107,150.7161518,Martindale,Ma010,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.68120463,150.709211,Martindale,Ma011,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.69069654,150.7003989,Martindale,Ma012,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.69623417,150.6916829,Martindale,Ma013,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.70526873,150.6930554,Martindale,Ma014,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.70585752,150.7035225,Martindale,Ma015,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.71249875,150.7114336,Martindale,Ma016,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.72156408,150.7134521,Martindale,Ma017,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.7215194,150.7237286,Martindale,Ma018,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.72326757,150.7349971,Martindale,Ma019,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.72085258,150.7453397,Martindale,Ma020,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.71998388,150.7564097,Martindale,Ma021,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.7163551,150.7665036,Martindale,Ma022,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.71163575,150.7760612,Martindale,Ma023,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.71031845,150.7869364,Martindale,Ma024,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.70505215,150.7956553,Martindale,Ma025,Trail,Active,,NPWS Pest Monitoring
21/01/2021,-32.71307367,150.801178,Martindale,Ma026,Trail,Active,,NPWS Pest Monitoring
28/01/2021,-32.60068769,150.7249645,Martindale,Ma001,Trail,Active,,NPWS Pest Monitoring
28/01/2021,-32.60195641,150.734578,Martindale,Ma002,Trail,Active,,NPWS Pest Monitoring
28/01/2021,-32.61022868,150.7352512,Martindale,Ma003,Trail,Active,,NPWS Pest Monitoring
28/01/2021,-32.62133462,150.7345671,Martindale,Ma004,Trail,Active,,NPWS Pest Monitoring
28/01/2021,-32.63007175,150.7321852,Martindale,Ma005,Trail,Active,,NPWS Pest Monitoring
30/09/2016,-33.19816902,151.033521,Mogo Creek,Mo001,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19801899,151.032916,Mogo Creek,Mo002,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19828603,151.032339,Mogo Creek,Mo003,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19863103,151.031802,Mogo Creek,Mo004,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19866699,151.031111,Mogo Creek,Mo005,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19924501,151.030404,Mogo Creek,Mo006,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19783802,151.032724,Mogo Creek,Mo007,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19938096,151.029986,Mogo Creek,Mo008,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19954298,151.029353,Mogo Creek,Mo009,Targeted,Active,,NPWS Pest Monitoring
30/09/2016,-33.19887,151.030914,Mogo Creek,Mo010,Targeted,Active,,NPWS Pest Monitoring
3/03/2021,-33.19826461,151.0324241,Mogo Creek,Mo011,Targeted,Active,,NPWS Pest Monitoring
6/08/2020,-35.606577,149.9122,Monga,Mon013,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.61630702,149.9122481,Monga,Mon018,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.626103,149.892736,Monga,Mon020,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.6258193,149.911325,Monga,Mon021,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.633985,149.908754,Monga,Mon024,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.642319,149.901389,Monga,Mon028,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.643295,149.913179,Monga,Mon029,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.652805,149.915142,Monga,Mon032,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.662188,149.912263,Monga,Mon035,Trail,Active,,NPWS Pest Monitoring
6/08/2020,-35.688786,149.909154,Monga,Mon038,Trail,Active,,NPWS Pest Monitoring
7/08/2020,-35.61756539,149.8952594,Monga,Mon017,Trail,Active,,NPWS Pest Monitoring
7/08/2020,-35.63595604,149.891661,Monga,Mon023,Trail,Active,,NPWS Pest Monitoring
7/08/2020,-35.63452311,149.9220653,Monga,Mon025,Trail,Active,,NPWS Pest Monitoring
7/08/2020,-35.67116481,149.9041688,Monga,Mon036,Trail,Active,,NPWS Pest Monitoring
7/08/2020,-35.68078359,149.9067818,Monga,Mon037,Trail,Active,,NPWS Pest Monitoring
3/09/2020,-35.69754727,149.9178621,Monga,Mon039,Trail,Active,,NPWS Pest Monitoring
3/09/2020,-35.70641784,149.9215608,Monga,Mon040,Trail,Active,,NPWS Pest Monitoring
3/09/2020,-35.71217583,149.9377082,Monga,Mon042,Trail,Active,,NPWS Pest Monitoring
3/09/2020,-35.71537864,149.9476983,Monga,Mon043,Trail,Active,,NPWS Pest Monitoring
3/09/2020,-35.72343985,149.9394906,Monga,Mon044,Trail,Active,,NPWS Pest Monitoring
4/09/2020,-35.61705301,149.8788488,Monga,Mon016,Trail,Active,,NPWS Pest Monitoring
4/09/2020,-35.64440207,149.8695075,Monga,Mon026,Trail,Active,,NPWS Pest Monitoring
4/09/2020,-35.64456203,149.8796238,Monga,Mon027,Trail,Active,,NPWS Pest Monitoring
4/09/2020,-35.65390626,149.8787903,Monga,Mon031,Trail,Active,,NPWS Pest Monitoring
4/09/2020,-35.66237978,149.8899347,Monga,Mon034,Trail,Active,,NPWS Pest Monitoring
15/08/2019,-31.65347319,151.648486,Monkeycot,MK677,Targeted,Active,,NPWS Pest Monitoring
15/08/2019,-31.65069849,151.6489863,Monkeycot,MK678,Targeted,Active,,NPWS Pest Monitoring
15/08/2019,-31.6513602,151.6488306,Monkeycot,MK686,Targeted,Active,,NPWS Pest Monitoring
15/08/2019,-31.65139947,151.648525,Monkeycot,MK687,Targeted,Active,,NPWS Pest Monitoring
15/08/2019,-31.65037068,151.6490015,Monkeycot,MK688,Targeted,Active,,NPWS Pest Monitoring
15/08/2019,-31.65298606,151.6481163,Monkeycot,MK690,Targeted,Active,,NPWS Pest Monitoring
